vertices,time
40,2697428
40,2574295
40,1593900
40,2680875
40,2477700
40,985772
45,2792765
45,3288864
45,1449463
45,3423872
45,2120171
45,2694006
45,4030463
45,4020754
45,2231852
45,3863118
45,1509389
45,1241050
45,2324744
45,3751717
45,3573685
45,2229407
45,2535811
45,1631197
45,4164912
45,3201979
45,3140935
45,2247845
45,2462055
45,2311961
45,3202956
45,1753213
45,3286838
45,3854527
45,2797305
45,2337734
45,1678481
45,5853729
45,1559956
45,2099288
45,2757843
45,3621669
45,4217014
45,2428531
45,2482171
45,2931405
45,3506147
45,3674959
45,3436583
45,3013052
45,4200322
45,2656430
45,2948726
45,1640835
45,1619183
45,3733697
45,2471345
45,3445523
45,3064107
45,3046926
45,3078774
45,2683808
45,2750440
45,1880677
45,2355614
45,2179259
45,3119632
45,1843381
45,4626158
45,2510108
45,3410531
45,3842164
45,1931104
45,2117866
45,2589660
45,1682182
45,1960369
45,1762223
45,2205101
45,2018619
45,2156001
45,2964580
45,2415959
45,2322718
45,2301067
45,2890406
45,2296107
45,2618435
45,2273827
45,1544381
45,1846105
45,3429389
45,3283904
45,2593641
45,1657667
45,2661668
45,3246818
45,2630169
45,2767761
45,2628703
45,3749831
45,2821051
45,3493855
45,2637363
45,2856043
45,2664462
50,5475596
50,3175228
50,3229078
50,4246280
50,4072928
50,2843611
50,4203326
50,3724967
50,3199114
50,5477901
50,5125959
50,2549011
50,3257294
50,3328954
50,3858997
50,4383452
50,3881835
50,4547096
50,4738188
50,2322717
50,2947119
50,3502864
50,4770106
50,3014169
50,4123843
50,4143958
50,3755488
50,3113696
50,4946671
50,3375331
50,3041198
50,5693229
50,2665160
50,4291468
50,4242578
50,5156551
50,3027020
50,4074464
50,2473510
50,3150574
50,2941042
50,3179489
50,3982271
50,4141514
50,4096046
50,3357101
50,4393091
50,3842513
50,7488348
50,4306624
50,3986042
50,2384529
50,3241090
50,2725296
50,3992189
50,2701270
50,11862580
50,2332007
50,4017123
50,4026202
50,2086786
50,3564396
50,2944326
50,3351723
50,3354517
50,4211288
50,4286090
50,3234386
50,7645076
50,4061473
50,4714930
50,2943836
50,4832406
50,3121729
50,3734186
50,2669630
50,3392651
50,3752695
50,3534643
50,3156301
50,5520086
50,5169612
50,4673163
50,4775624
50,4385477
50,6291159
50,3776022
50,5120093
50,3520465
50,7392243
50,3504471
50,5072459
50,4413275
50,4534524
50,5102841
50,4742867
50,4333374
50,3106572
50,4123844
50,2267192
55,5034743
55,4741749
55,5549421
55,8610315
55,7178033
55,6157200
55,5802045
55,4229936
55,5109825
55,5705032
55,3754860
55,4373115
55,6504671
55,5197199
55,4300409
55,10948817
55,7189488
55,5616540
55,4189008
55,7847134
55,4906231
55,5280174
55,4088363
55,5943474
55,4637189
55,5086423
55,5423069
55,3389715
55,6696735
55,3472131
55,5807627
55,6222009
55,7752699
55,7404180
55,4967410
55,5668848
55,5483413
55,5683375
55,4158553
55,5483414
55,4053508
55,5887738
55,6544616
55,5288829
55,8569868
55,4595004
55,3718608
55,5463438
55,5258028
55,5076017
55,2953403
55,5588179
55,4849933
55,7721898
55,2331866
55,5614511
55,4485560
55,5982236
55,4992763
55,5758457
55,4693624
55,4825488
55,3392299
55,8072303
55,4327713
55,5244060
55,5758039
55,5282474
55,5753289
55,3397886
55,6517378
55,5558565
55,4904550
55,4868233
55,3659590
55,5252023
55,5416713
55,7309891
55,3929257
55,6810091
55,3224535
55,5790865
55,4247113
55,6933784
55,4358934
55,6003049
55,3117535
55,6413171
55,5129028
55,6343886
55,4609532
55,6681090
55,6215583
55,5364191
55,3489731
55,6193722
55,4675464
55,4479832
55,6522685
55,6761760
60,5793519
60,4016141
60,7463687
60,7433724
60,8086621
60,6076665
60,8820956
60,10861224
60,5975671
60,5910856
60,4358235
60,6772586
60,5055273
60,6787043
60,6407304
60,6535117
60,8891568
60,8683852
60,6239470
60,6295135
60,4240688
60,5560661
60,9126521
60,7106018
60,5245876
60,9144470
60,5708310
60,8558903
60,6371335
60,6102786
60,5803088
60,9172338
60,5996903
60,8349582
60,10564180
60,8098774
60,7177189
60,6314342
60,8248309
60,7969494
60,8720520
60,4369899
60,4792871
60,8878996
60,5485928
60,5730730
60,5033901
60,8218067
60,7985628
60,6611038
60,8765431
60,4486468
60,7421361
60,7103644
60,8423476
60,6626054
60,5897376
60,8841630
60,7536953
60,7680690
60,10244087
60,6057458
60,8265699
60,3727828
60,5957023
60,7199748
60,4127821
60,3601201
60,6952502
60,6225990
60,8426270
60,6179264
60,6498095
60,2128340
60,3495245
60,8190192
60,6971843
60,6105645
60,9377252
60,6137913
60,6391374
60,5788067
60,4148631
60,4685378
60,7773367
60,6996218
60,8804046
60,8060773
60,9095293
60,10625285
60,5769698
60,6938458
60,6051376
60,8554147
60,7052792
60,5365095
60,5381718
60,7119353
60,9471122
60,6708813
65,8250887
65,8407615
65,7312958
65,6000950
65,10451095
65,11914664
65,9627222
65,8767378
65,10387886
65,10645679
65,6194905
65,11094214
65,9055622
65,8205000
65,6219001
65,10282633
65,7944692
65,9692735
65,6884959
65,9387519
65,10431260
65,6769298
65,8172452
65,7565443
65,8038772
65,8455807
65,10856396
65,8286228
65,8680215
65,9596840
65,9726888
65,13049132
65,7355493
65,11601696
65,6506756
65,9343239
65,10121154
65,6994473
65,9549277
65,11950215
65,7081008
65,11129904
65,9857845
65,14009480
65,8234543
65,9465534
65,9106539
65,11097496
65,5864475
65,7177043
65,12086969
65,7592612
65,6215578
65,17884813
65,6715239
65,5573368
65,8521600
65,10197633
65,8310603
65,12549402
65,6849478
65,10153771
65,14409473
65,8257452
65,7821698
65,9585525
65,10820916
65,5139011
65,7485053
65,10491744
65,11074657
65,14194843
65,9647685
65,12817182
65,8582293
65,6065345
65,9104164
65,6968561
65,6134700
65,7649814
65,7512990
65,8897145
65,7414715
65,10011633
65,11601757
65,6546003
65,9014828
65,5592082
65,8188930
65,10847029
65,7324128
65,12079067
65,12916070
65,8557004
65,8443020
65,9750977
65,9070703
65,8503015
65,7455155
65,11486516
70,14762451
70,7760091
70,11531705
70,10290658
70,5148017
70,14593360
70,9529643
70,12343145
70,12838754
70,12080184
70,11346410
70,12646125
70,11644850
70,10021830
70,14028606
70,8344191
70,7686546
70,14797722
70,10919178
70,14680594
70,14373493
70,10340316
70,10089019
70,8402092
70,15731807
70,12720020
70,11065151
70,7974650
70,13868595
70,15902924
70,14230663
70,12569927
70,9570013
70,11482325
70,11137788
70,12788257
70,11511171
70,8079206
70,6234082
70,10434046
70,9665419
70,9901979
70,10303438
70,15760024
70,11232775
70,13817399
70,10102289
70,8760947
70,12565526
70,13190346
70,10677659
70,11990366
70,7565367
70,7888184
70,8155055
70,10108645
70,15562158
70,11903970
70,14028536
70,9287077
70,13779754
70,9580629
70,14381176
70,10127224
70,13097384
70,11518993
70,20597168
70,15443563
70,14017983
70,10900522
70,16021367
70,14803997
70,16191855
70,9538647
70,10547464
70,10319495
70,12089955
70,16831620
70,10004362
70,8996103
70,13326531
70,10626527
70,13650255
70,8401038
70,6238129
70,11115989
70,12628586
70,11966262
70,14205579
70,9701661
70,7154753
70,10764467
70,11668171
70,13496390
70,13159257
70,6111014
70,8220633
70,11024843
70,13407759
70,8938623
75,14864272
75,18288412
75,13583695
75,13557084
75,15904170
75,12117682
75,13281622
75,10385008
75,8870526
75,10196990
75,12943231
75,10532727
75,19728653
75,15360230
75,15956553
75,12839932
75,12523891
75,15751213
75,11612575
75,14155712
75,16524519
75,10472103
75,15637228
75,8975430
75,15456404
75,13566303
75,9864117
75,13279736
75,17583693
75,14249441
75,17574892
75,10331090
75,13274428
75,18388219
75,14191472
75,19023723
75,11494540
75,17873334
75,16796837
75,18051644
75,11258748
75,18395203
75,17987798
75,17538563
75,14633710
75,11477212
75,15440610
75,8956915
75,14668980
75,10287500
75,10349033
75,15867701
75,9802788
75,12563414
75,14114914
75,16301010
75,11103969
75,15528403
75,13801806
75,14398338
75,16238220
75,12402426
75,13055949
75,11581557
75,13485137
75,16025687
75,11247357
75,16583595
75,14484385
75,14681832
75,9757320
75,21128579
75,9245647
75,15631282
75,15046763
75,13211141
75,16874911
75,14372845
75,12020872
75,17694663
75,15883765
75,19078258
75,16905014
75,16659585
75,14408116
75,13138574
75,13440297
75,19035863
75,16169285
75,13845179
75,14271782
75,15764612
75,9316678
75,13098204
75,17298860
75,9791752
75,17194165
75,15215714
75,13191795
75,12775459
80,16511447
80,19666898
80,12457741
80,17232719
80,21429254
80,20295139
80,20637790
80,15814198
80,23751600
80,20362455
80,18283989
80,10287354
80,21627317
80,18195010
80,16406533
80,26279437
80,14202978
80,16491043
80,17238366
80,24609275
80,13942183
80,25020652
80,15891509
80,16649448
80,11931256
80,24880127
80,13732234
80,16864565
80,10490738
80,19883261
80,14735043
80,12150284
80,14947786
80,13610986
80,14589560
80,16659366
80,18393783
80,14815433
80,12855491
80,19376408
80,17358496
80,10245170
80,12532257
80,14405244
80,14515666
80,8681518
80,16137636
80,11878035
80,17621107
80,9212117
80,13154211
80,11654885
80,12578702
80,14831218
80,15063446
80,10191460
80,10256833
80,15080418
80,10674356
80,13807315
80,14553521
80,11772991
80,12748701
80,12338372
80,12649454
80,14317869
80,9264709
80,12018281
80,13130255
80,14047087
80,11165913
80,14697817
80,15816558
80,11245807
80,11282405
80,11350991
80,17003124
80,8574583
80,15775490
80,10092486
80,10728968
80,9274203
80,9489600
80,12761336
80,12697568
80,13622922
80,11378020
80,9067816
80,11422650
80,10265348
80,13259038
80,13433856
80,10686363
80,9013548
80,15540537
80,12365534
80,11769003
80,13589606
80,11615348
80,10791337
85,12499353
85,14675319
85,20071197
85,10161212
85,14083328
85,13326437
85,12613756
85,14922843
85,14971315
85,11543480
85,14516845
85,8452148
85,17205949
85,15551363
85,15322766
85,11259357
85,11874397
85,13972348
85,14550509
85,14244596
85,16540273
85,11482297
85,16220182
85,16412460
85,10062873
85,14675390
85,14009294
85,11587340
85,15803776
85,16995162
85,14704654
85,11852536
85,15634756
85,14579005
85,9877579
85,14795868
85,15985089
85,16352814
85,15718428
85,13215596
85,13782653
85,10696839
85,16550330
85,14021377
85,15319901
85,12803793
85,16178965
85,12534338
85,17592801
85,16186229
85,22683183
85,11073637
85,11772210
85,14966279
85,17149297
85,11609196
85,13926592
85,16784227
85,13829650
85,16186648
85,17683039
85,18680888
85,13932599
85,11895762
85,17748342
85,11185736
85,12570726
85,17350026
85,15816898
85,9631376
85,14556927
85,17977358
85,15644805
85,14770578
85,14023255
85,10867810
85,22645676
85,13269298
85,15853147
85,18345502
85,11994870
85,12141052
85,15803768
85,17972957
85,11367119
85,12729061
85,22275438
85,12213548
85,24051271
85,12471828
85,14839024
85,19421296
85,16515330
85,8845709
85,12428526
85,17266145
85,9134931
85,13999858
85,11699363
85,17138960
90,27026311
90,18069271
90,20603392
90,23841881
90,21653763
90,18818759
90,14123410
90,16575038
90,23597069
90,17755876
90,19228729
90,21351961
90,18360229
90,12166607
90,13201683
90,22099981
90,19275943
90,17580081
90,23065353
90,20143185
90,20863687
90,9249260
90,16546821
90,24661338
90,15889457
90,20321216
90,10504061
90,18719362
90,14302970
90,16363902
90,14881132
90,17806093
90,22651532
90,16404271
90,14701216
90,15293066
90,22140001
90,16492343
90,14257502
90,13480777
90,23257840
90,17149777
90,14720912
90,22612978
90,19009980
90,18436916
90,13966816
90,22516944
90,20751379
90,20015930
90,19411368
90,13089446
90,17309648
90,21001138
90,18299675
90,21021882
90,19836713
90,27673884
90,24013195
90,19316448
90,11562319
90,17820263
90,12151796
90,15103296
90,20277624
90,12871319
90,22601584
90,19321960
90,17706908
90,14015350
90,19254212
90,18307000
90,18715513
90,21798249
90,23688552
90,21697534
90,17015112
90,25399988
90,19011368
90,20439939
90,18879295
90,23333470
90,16467052
90,16510775
90,13412953
90,18119751
90,10802357
90,18849751
90,22469510
90,24830138
90,16277918
90,24427703
90,21360053
90,19349967
90,21548839
90,12063793
90,20317923
90,15092749
90,23434532
90,20095822
95,15190250
95,19016676
95,25314151
95,22026356
95,22485993
95,25507617
95,23482306
95,22585660
95,21694601
95,20144012
95,16835328
95,21331197
95,16448258
95,16165673
95,19842493
95,18341355
95,22766823
95,24257414
95,24600623
95,12360062
95,27582993
95,19174862
95,22477463
95,18928456
95,18008692
95,17903020
95,27831145
95,18676881
95,18253981
95,22576710
95,30813795
95,18211517
95,25058444
95,19014223
95,24288145
95,23121625
95,31247869
95,24918549
95,22910559
95,35108446
95,20394672
95,21885612
95,21637041
95,20822880
95,20016961
95,21187740
95,22489056
95,13808748
95,30378253
95,20654419
95,28794421
95,20320708
95,24468479
95,19554948
95,22965031
95,26867160
95,30180166
95,16814158
95,23900645
95,20853393
95,16153164
95,22849997
95,22104632
95,19385850
95,23132861
95,22963841
95,19824954
95,21924715
95,22775055
95,15699254
95,22961256
95,20104885
95,19923013
95,26082054
95,19836408
95,22355438
95,22682094
95,24628271
95,21996304
95,28953162
95,21541138
95,24843387
95,21619082
95,16005934
95,24802948
95,23047373
95,19143565
95,17022151
95,18510088
95,26856404
95,10616495
95,19875031
95,20217612
95,16237953
95,23176373
95,21452926
95,12260042
95,24133572
95,22088847
95,16124808
100,22892596
100,29223583
100,27869048
100,22492392
100,27436929
100,32618025
100,13347703
100,25094324
100,20305397
100,23071879
100,23240200
100,22981083
100,23028157
100,25549701
100,26513254
100,20672072
100,34443513
100,29250543
100,24658294
100,23719812
100,29235038
100,21217756
100,28202898
100,28623492
100,37088818
100,23133969
100,25686313
100,24168974
100,21026596
100,44100011
100,20544888
100,25041243
100,16128434
100,32456688
100,36047527
100,28697247
100,30851345
100,23879961
100,24449105
100,33146516
100,22871700
100,27565710
100,23430654
100,28739841
100,34953983
100,22115860
100,33904522
100,25597534
100,30284978
100,28039664
100,35244181
100,26047392
100,28748711
100,35829255
100,24466496
100,25027685
100,34126203
100,25925656
100,25921815
100,26101241
100,28073608
100,28826166
100,24716254
100,29732938
100,31632529
100,29111406
100,23937854
100,33491400
100,27971707
100,22779857
100,28754927
100,24481093
100,22751430
100,19604996
100,32499479
100,24278819
100,20678833
100,31070002
100,29812549
100,26866921
100,23633540
100,32804972
100,27508638
100,22294860
100,39297716
100,16709656
100,17326928
100,30030599
100,20565477
100,40694366
100,29730483
100,25391628
100,29058944
100,24217637
100,15813709
100,29460610
100,32514914
100,26490258
100,25022438
100,26983070
105,31480609
105,25767942
105,34391596
105,23883857
105,38180018
105,42668269
105,38746305
105,24620282
105,35191705
105,22124505
105,29698486
105,36846635
105,34785848
105,31601288
105,34711674
105,27319704
105,36625512
105,36240537
105,24557765
105,31015794
105,26864678
105,37062379
105,33970921
105,28264121
105,35916954
105,31259197
105,27822644
105,20229177
105,31689709
105,33542294
105,31255216
105,38510155
105,25461043
105,22023233
105,22137775
105,35709242
105,24437355
105,22684157
105,32833388
105,38820047
105,23159991
105,40806299
105,27004635
105,32163166
105,47597059
105,29374965
105,31861374
105,35675147
105,22741421
105,26488146
105,30417161
105,25345096
105,20853497
105,28238410
105,35297297
105,25401879
105,24760302
105,44048479
105,27644885
105,25714776
105,21534535
105,34499761
105,28514639
105,35461638
105,32575517
105,28251541
105,27843239
105,38578798
105,30095814
105,20076285
105,32685520
105,16985804
105,34066804
105,26625381
105,32385886
105,29272497
105,28120019
105,31714206
105,29022669
105,24139740
105,25927021
105,32876323
105,24414293
105,33742584
105,17693657
105,37726634
105,24500479
105,23727178
105,24518080
105,36451791
105,22695529
105,23437400
105,32690470
105,31639195
105,25817926
105,29334727
105,25181448
105,28456452
105,30244222
105,31298920
110,32535000
110,34652078
110,41572395
110,28203132
110,36949352
110,28582659
110,14640963
110,40086477
110,44226135
110,39365418
110,37168859
110,21764936
110,36021620
110,24202733
110,41667300
110,30339410
110,34933536
110,26110492
110,25144494
110,36129107
110,25601266
110,24936083
110,39286496
110,41711720
110,19396702
110,36970784
110,29894860
110,48390309
110,29378301
110,43360991
110,43851777
110,40446586
110,34560436
110,45133465
110,31313438
110,32985754
110,48699213
110,32328737
110,20241936
110,37709014
110,35132440
110,33635218
110,41729520
110,36577490
110,31467435
110,33984154
110,32941749
110,38864705
110,49314947
110,37681287
110,28136348
110,31397243
110,31060460
110,37328231
110,34179714
110,26462633
110,42481589
110,26824489
110,31332987
110,34134246
110,22385624
110,40582840
110,36504644
110,40516767
110,42385195
110,35115042
110,30821661
110,53432383
110,25429092
110,38297711
110,28815704
110,35332812
110,26454944
110,32965208
110,39146652
110,29134675
110,48628171
110,29961615
110,35873815
110,26793193
110,26791098
110,43782821
110,37226461
110,38851985
110,38279622
110,36120849
110,44056885
110,39507251
110,30498498
110,40990573
110,28071039
110,31151665
110,37161570
110,38564224
110,29136694
110,35475143
110,32350793
110,27147570
110,28665465
110,38065475
115,45888504
115,33055368
115,48987572
115,46099849
115,41371069
115,34596102
115,39691487
115,28347540
115,44798886
115,54945866
115,45394855
115,39888584
115,44425645
115,38710195
115,33046428
115,45483974
115,46395492
115,46347922
115,22292439
115,38819980
115,35161053
115,40399336
115,44544090
115,46258382
115,48900538
115,48882518
115,39581896
115,24724228
115,36937855
115,56011587
115,55417364
115,29761922
115,30705150
115,55990704
115,29252349
115,29001473
115,36611619
115,45385766
115,27040425
115,38137965
115,37922430
115,32237013
115,52005671
115,35953484
115,50902783
115,31047862
115,31538019
115,47907433
115,41898436
115,61420205
115,46376548
115,38354680
115,45977467
115,39331502
115,36748854
115,49319027
115,32259706
115,56961788
115,46259631
115,44045754
115,61638045
115,34675290
115,34391938
115,39863215
115,37063773
115,43119630
115,33669268
115,25541240
115,52499032
115,49568496
115,31102474
115,48127447
115,42657548
115,38947874
115,41673731
115,45307555
115,51315434
115,36879875
115,48102767
115,49275511
115,24563023
115,31488017
115,45029507
115,51603958
115,34714793
115,32625980
115,41058479
115,48715784
115,31440524
115,42395491
115,37130630
115,38972431
115,39508318
115,51825567
115,45860811
115,43759030
115,38611098
115,49532118
115,35214231
115,40395761
120,37438319
120,42701782
120,58033610
120,53852190
120,44571802
120,68892324
120,55647121
120,42952543
120,56659734
120,54498790
120,42588098
120,57241628
120,54811560
120,55403116
120,46692170
120,40299392
120,37776983
120,43529588
120,53405138
120,43334079
120,36544975
120,48287256
120,31647189
120,40028795
120,30267799
120,49717008
120,40183651
120,40898283
120,49159328
120,45124255
120,28652107
120,56613471
120,49718176
120,35414501
120,38412019
120,56991619
120,47267250
120,52110191
120,36081493
120,50758954
120,43714498
120,42221118
120,40367664
120,57246359
120,52188563
120,33409403
120,65262420
120,52587751
120,47645974
120,48207144
120,45274655
120,55942620
120,49411628
120,44936614
120,47359045
120,46591891
120,49825003
120,47689083
120,32893267
120,56469063
120,54223619
120,41747287
120,52225931
120,50069126
120,47243934
120,28663476
120,44841330
120,47558396
120,51225690
120,50397488
120,38731057
120,46565697
120,41402372
120,35341483
120,41567126
120,33820568
120,39084951
120,64108309
120,54649139
120,59678969
120,51088862
120,48070614
120,30719548
120,43825677
120,41123217
120,50054328
120,42771654
120,37677423
120,50744716
120,48558789
120,53407572
120,51524022
120,64611920
120,48510314
120,46855171
120,55609258
120,37342263
120,44022750
120,54566090
120,50912504
125,54602621
125,53149345
125,49327843
125,69407931
125,47178872
125,58345824
125,57671991
125,56443558
125,60855983
125,42963631
125,45433488
125,43983984
125,70790241
125,58012700
125,40046364
125,47095776
125,57376949
125,42817892
125,60046777
125,48055568
125,56822629
125,69060264
125,29023678
125,49718386
125,68127086
125,39088389
125,44509697
125,68132953
125,58120000
125,55821138
125,58896089
